word,entropy,freq,vowel,overlay,y1,y2,y3,mu,sigma
scour,3.429656844,411478,2,0,0.996467707,-0.109025026,-0.428040565,4.04272890090942,1.14743947982788
melon,3.428722103,1355214,2,0,0.996588044,-0.102928002,-0.415329959,4.04226303100586,1.15183925628662
strip,3.428547249,18711440,1,0,0.634149315,-1.268422357,0.511414766,3.61283802986145,0.928240954875946
steel,3.428301196,49452604,2,1,-0.227281242,1.052277208,0.026520704,4.071373462677,1.2385630607605
cargo,3.428134953,9748668,2,0,1.011544236,-0.048390504,-0.304132759,4.12150716781616,1.24275290966034
glide,3.42766525,1731344,2,0,0.995406151,-0.10052559,-0.410100319,4.04311656951904,1.15399050712585
wrist,3.427622658,6143580,1,0,0.60851305,-1.350156276,0.345346365,3.8094425201416,1.04198348522186
three,3.427373832,223417394,2,1,0.102908915,2.183087926,2.328530669,4.05632019042969,1.3313615322113
bagel,3.426636813,792721,2,0,0.991767292,-0.106668509,-0.42227343,4.04313898086548,1.14834821224213
groin,3.426100647,784476,2,0,0.990787952,-0.106743716,-0.422254203,4.04332256317139,1.14817476272583
crony,3.425769348,137861,1,0,0.593725669,-1.389270809,0.266326178,3.95496845245361,1.09817981719971
split,3.424212795,19998411,1,0,0.628814361,-1.260231189,0.529480478,3.59261226654053,0.916795074939728
craze,3.423537353,962477,2,0,0.98652069,-0.105689952,-0.419285543,4.04413795471191,1.14849877357483
irony,3.42315805,2212193,2,0,0.988222968,-0.097581534,-0.402659343,4.05154657363892,1.15986275672913
stark,3.422476458,3479265,1,0,0.594181696,-1.367682934,0.311325524,3.86688995361328,1.07290899753571
mince,3.42234217,328039,2,0,0.983162418,-0.109862255,-0.42739397,4.04496383666992,1.14501821994782
worst,3.421904632,16975343,1,0,0.618899239,-1.279975506,0.490033632,3.63564586639404,0.941698133945465
front,3.421824901,100886343,1,0,0.778825343,-0.734520097,1.600308039,3.49449777603149,0.922308266162872
piano,3.421124176,19419956,3,0,1.4126267,1.292505013,-0.871547422,4.0134916305542,1.29034876823425
board,3.421094011,212361059,2,0,1.385395343,1.268395869,2.378386624,3.89166188240051,1.21467709541321
stoke,3.420732919,2552684,2,0,0.984513983,-0.095465944,-0.397573788,4.05735540390015,1.16396486759186
peach,3.420555515,3938068,2,0,0.986837921,-0.086467485,-0.379200838,4.07087898254395,1.17916131019592
sharp,3.420428026,24904199,1,0,0.631370603,-1.228493953,0.595296448,3.52007913589478,0.87518697977066
steak,3.419599976,4413680,2,0,0.986027883,-0.083414313,-0.372679164,4.07645511627197,1.18451654911041
grout,3.419226671,628986,2,0,0.978137253,-0.108031545,-0.422666411,4.04570007324219,1.14568424224854
spoil,3.418323991,1419320,2,0,0.978022581,-0.10293041,-0.411993194,4.04915571212769,1.15194606781006
homer,3.417274739,4281428,2,0,0.981596623,-0.084367735,-0.373872542,4.07760810852051,1.18342697620392
grave,3.416839097,6929008,2,0,0.985864224,-0.067174853,-0.338737239,4.1035532951355,1.21248364448547
basil,3.41623428,2757419,2,0,0.976819469,-0.094316406,-0.393788219,4.06402158737183,1.16690099239349
guest,3.415602215,55293215,2,0,1.075901276,0.247164033,0.301482253,3.9403293132782,1.37797260284424
aloft,3.415182502,497342,2,0,0.970617843,-0.109050301,-0.423440356,4.04710960388184,1.14400577545166
marsh,3.41443882,5073104,1,0,0.58277667,-1.357646255,0.334337787,3.83342051506043,1.0588207244873
chute,3.414290453,834005,2,0,0.969656851,-0.106897799,-0.41877236,4.0482497215271,1.14621007442474
coupe,3.413996993,4874541,3,0,1.372070577,1.197666099,-1.062297082,3.98048877716064,1.2986718416214
tarot,3.413616209,3561389,2,1,-0.341215983,0.753372088,-0.577167233,4.50987434387207,1.38683700561523
first,3.413562726,578161543,1,0,1.674430933,2.367646822,7.91727787,3.47235131263733,0.705240726470947
setup,3.412941235,23534848,2,0,1.010536339,0.040613339,-0.118086787,4.12395620346069,1.2843724489212
suave,3.412368728,336960,3,0,1.360488286,1.168104183,-1.121945689,3.97087836265564,1.30356478691101
mange,3.412339617,250483,2,0,0.965037627,-0.110769584,-0.426026251,4.04814767837524,1.14200687408447
daily,3.412327239,105837757,2,0,1.166434641,0.57559391,0.971038279,3.84021902084351,1.29541623592377
baton,3.412259164,4229776,2,0,0.972483971,-0.084905662,-0.373355601,4.08234548568726,1.18363523483276
flirt,3.410616299,1817719,1,0,0.569696735,-1.378961776,0.292179503,3.91350793838501,1.09481573104858
scaly,3.409487193,272847,1,0,0.564720464,-1.389049639,0.272008996,3.96083521842957,1.10152065753937
track,3.409028664,112385243,1,0,0.777763027,-0.660287948,1.755516438,3.62506294250488,1.07382929325104
model,3.408974767,161205740,2,0,1.266029968,0.935375164,1.704433461,3.97104024887085,1.2538822889328
fried,3.408803791,4364192,2,0,0.966530299,-0.084171178,-0.37075013,4.08724546432495,1.18564009666443
uncle,3.408070598,8127694,2,0,0.972391877,-0.059736303,-0.320778466,4.12424516677856,1.22696137428284
adept,3.407509925,1595303,2,0,0.958922972,-0.102222334,-0.407076596,4.06193733215332,1.15552186965942
truly,3.407027068,21693553,1,0,0.601161401,-1.249904736,0.556022507,3.56185722351074,0.899896562099457
deity,3.40678423,1262430,2,0,0.956983744,-0.104415407,-0.411307274,4.05949020385742,1.15198934078217
tonic,3.40652361,1393402,2,0,0.956765193,-0.103574536,-0.409511965,4.06102275848389,1.15346324443817
align,3.406266845,5478643,2,0,0.964096772,-0.077029012,-0.355397284,4.10062265396118,1.19823396205902
acrid,3.406242255,104638,2,0,0.953801076,-0.111963413,-0.426496709,4.05025768280029,1.1397557258606
flame,3.403783995,8527495,2,0,0.965450549,-0.057310203,-0.314462659,4.13351392745972,1.23241591453552
tramp,3.40269531,1087707,1,0,0.554068352,-1.384026455,0.284416175,3.94038248062134,1.0997542142868
scald,3.402227815,101839,1,0,0.551347507,-1.390453876,0.271483701,3.97043013572693,1.10397243499756
arena,3.402078287,13966572,3,1,0.053130167,2.098855768,-1.133788007,4.04064559936523,1.28638434410095
corny,3.40192416,378659,1,0,0.551329836,-1.388666664,0.275219075,3.96225786209106,1.10289204120636
lemur,3.401672255,287912,2,0,0.945937372,-0.110956258,-0.42297802,4.05544233322144,1.14210736751556
sonic,3.400963062,7298920,2,0,0.958037055,-0.06541019,-0.33004323,4.12368297576904,1.21898317337036
scrap,3.400627308,3757085,1,0,0.555443816,-1.366757673,0.320230565,3.87083148956299,1.07812821865082
curio,3.400427027,506765,3,0,1.339350277,1.168726647,-1.11684096,3.97522115707397,1.2983683347702
braid,3.400396973,981945,2,0,0.944969345,-0.10649614,-0.413489819,4.06345510482788,1.14990341663361
berth,3.399568444,1056010,1,0,0.548388203,-1.384358536,0.284745127,3.94324851036072,1.1006361246109
lemon,3.399530097,9066930,2,0,0.958834365,-0.053975103,-0.306307132,4.14645576477051,1.24042963981628
token,3.398404146,5672353,2,0,0.950335251,-0.076086739,-0.350952478,4.11069345474243,1.20156800746918
sinew,3.398397611,74869,2,0,0.939645694,-0.112473125,-0.425013152,4.05680894851685,1.14028012752533
sneak,3.398102816,2280877,2,0,0.943324082,-0.09814498,-0.395754148,4.07835531234741,1.16447997093201
upset,3.397747936,5544484,2,0,0.94891197,-0.076944395,-0.352487307,4.11014699935913,1.20026910305023
depot,3.39755089,9688338,2,0,0.956462687,-0.050015453,-0.29761139,4.15781354904175,1.24899101257324
navel,3.397114775,1503077,2,0,0.940064612,-0.10324085,-0.405809022,4.07189798355103,1.15611600875855
twice,3.397087554,19945569,2,0,0.975196757,0.01664241,-0.161783547,4.15933752059937,1.29069471359253
scion,3.396950897,2245350,2,0,0.941186053,-0.098422352,-0.395948531,4.07921504974365,1.1642689704895
draft,3.396490251,35033621,1,0,0.607672002,-1.163613108,0.735051291,3.46891641616821,0.861909091472626
minor,3.396354134,29782623,2,0,0.99264389,0.08055805,-0.031450571,4.07500648498535,1.28090858459473
cower,3.396332761,95006,2,0,0.935973107,-0.112425455,-0.424252536,4.05915784835815,1.1408189535141
daisy,3.396238633,5124326,2,0,0.945397914,-0.079736445,-0.357685344,4.10767650604248,1.19590151309967
chain,3.395860192,35928367,2,0,1.003479844,0.120488196,0.049984097,4.02496194839478,1.26680779457092
claim,3.395304099,40085342,2,0,1.010410303,0.147487957,0.105119553,4.01252126693726,1.28706443309784
grand,3.394434895,56599468,1,0,0.645117271,-1.023508409,1.02088834,3.4727931022644,0.902710497379303
broad,3.394139901,21370126,2,0,0.972616658,0.025783847,-0.142229288,4.15064525604248,1.29267609119415
plaid,3.393846161,1679093,2,0,0.934525945,-0.102228419,-0.402697823,4.07700395584106,1.15854740142822
lover,3.3936826,9234545,2,0,0.948644839,-0.053121231,-0.302689892,4.15597867965698,1.24395942687988
brave,3.393143618,5221356,2,0,0.940020569,-0.07923046,-0.355660784,4.11184072494507,1.19744145870209
begat,3.393056048,191296,2,0,0.930267798,-0.111931605,-0.422194282,4.06350469589233,1.14237880706787
flute,3.39194297,4090740,2,0,0.935705961,-0.08662836,-0.370333005,4.10220813751221,1.18524706363678
abide,3.391615521,3722809,3,0,1.329648967,1.189277183,-1.072179536,3.9853401184082,1.29073739051819
storm,3.391250747,22242164,1,0,0.573854328,-1.246974431,0.56705708,3.54824209213257,0.89280503988266
latch,3.390649882,1777882,1,0,0.533736586,-1.380025537,0.296430924,3.92690134048462,1.09976625442505
nasty,3.39018935,7434847,1,0,0.543700184,-1.343271325,0.371390393,3.79064607620239,1.03565502166748
valor,3.389367791,1193133,2,0,0.925550281,-0.105567887,-0.408055929,4.07699871063232,1.15391719341278
there,3.389348314,701170205,2,1,0.945934159,5.287159832,8.658943129,3.6181755065918,1.05522775650024
mural,3.389268074,1367338,2,0,0.925703382,-0.104439497,-0.405727097,4.07878017425537,1.15584027767181
title,3.388968806,196676017,2,1,-0.017125677,2.007709122,1.983897694,4.0354962348938,1.2811940908432
tango,3.387056489,2727306,2,0,0.924322953,-0.095688247,-0.387203599,4.09418106079102,1.1710718870163
rapid,3.386545877,19070672,2,0,0.954582024,0.01053028,-0.170836694,4.17182874679565,1.29548120498657
spurt,3.385947253,325911,1,0,0.522515107,-1.389653543,0.278344865,3.97360491752625,1.10694050788879
spray,3.385718867,15148133,1,0,0.550379654,-1.293311749,0.474517446,3.6491847038269,0.951225221157074
antic,3.385195816,147936,2,0,0.916058474,-0.112530293,-0.420886821,4.0712890625,1.14311635494232
mayor,3.384648029,15030847,2,0,0.943464755,-0.015806868,-0.223834802,4.20138692855835,1.29371750354767
rhino,3.384576577,2619135,2,0,0.919659643,-0.096491367,-0.388041335,4.09572792053223,1.17027032375336
audit,3.383909803,20786243,3,0,1.348350419,1.299886452,-0.844563175,4.03197145462036,1.2837108373642
sadly,3.383840668,3905175,1,0,0.525556934,-1.366471656,0.326207504,3.87385416030884,1.07940876483917
croak,3.383625922,169181,2,0,0.913277546,-0.11245547,-0.420230001,4.07313251495361,1.1435911655426
lodge,3.38234994,21541130,2,0,0.951753646,0.026420221,-0.13714501,4.15521574020386,1.29632568359375
flora,3.38212194,4756211,2,0,0.919324814,-0.082698368,-0.359177484,4.1188645362854,1.19404876232147
inept,3.382051151,458533,2,0,0.910999298,-0.11063803,-0.416024599,4.077561378479,1.1470023393631
usage,3.381625562,25440406,3,0,1.353123446,1.330048497,-0.78243566,4.0274019241333,1.28530192375183
adult,3.381525099,97583096,2,0,1.095329578,0.520693394,0.869189826,3.85179090499878,1.30542540550232
value,3.381479602,182061247,3,0,1.651632487,2.34814737,1.289903533,4.48535776138306,1.75012600421906
abled,3.381059681,122479,2,0,0.908576344,-0.112862494,-0.420233759,4.0753607749939,1.1434760093689
brash,3.381023335,461753,1,0,0.513924848,-1.388968983,0.281320668,3.97251105308533,1.10755515098572
crisp,3.380921137,3880385,1,0,0.52026259,-1.366750482,0.326578223,3.87559199333191,1.08011102676392
oaken,3.379915409,69075,3,0,1.301651331,1.165054689,-1.117723187,3.98839950561523,1.29233276844025
mason,3.379778961,9461838,2,0,0.924090448,-0.052204151,-0.296354973,4.17615222930908,1.25011825561523
stoic,3.379604594,272080,2,0,0.906246604,-0.111948672,-0.417906094,4.07831954956055,1.14533853530884
soapy,3.379198594,303519,2,0,0.905576904,-0.11176067,-0.417392947,4.07904672622681,1.1457451581955
fecal,3.378128695,1032064,2,0,0.905043833,-0.10706793,-0.40749726,4.08717727661133,1.15388762950897
wager,3.377878594,1366964,2,0,0.905233204,-0.104901013,-0.403006227,4.09066247940064,1.15759301185608
gaunt,3.377808579,338487,2,0,0.903145438,-0.111589391,-0.416597604,4.08083343505859,1.14634251594543
macro,3.37741357,9885853,2,0,0.920648161,-0.04954321,-0.290178581,4.18513536453247,1.25619268417358
spree,3.377147472,1218040,2,1,-0.411228726,0.736669307,-0.599444909,4.56510543823242,1.39480245113373
erect,3.376614478,2057313,2,1,-0.410585631,0.742103469,-0.588212638,4.56117534637451,1.39911592006683
greet,3.376202424,1784219,2,1,-0.411847142,0.740311628,-0.591727423,4.56313705444336,1.39802122116089
edict,3.375739188,382916,2,0,0.899511029,-0.111383995,-0.415514486,4.083420753479,1.14714825153351
skirt,3.375216387,9981485,1,0,0.521648381,-1.327320579,0.408669283,3.74281334877014,1.00819087028503
fable,3.374940979,1678751,2,0,0.900548414,-0.102992669,-0.398177813,4.09673023223877,1.16146016120911
agree,3.374736061,47500911,3,1,0.067960434,2.315741701,-0.68353987,4.04078912734985,1.22296643257141
foist,3.374339138,55908,2,0,0.89637102,-0.113566125,-0.41950617,4.08173322677612,1.14378380775452
abode,3.374180001,1246541,3,0,1.293589653,1.172477557,-1.100771087,3.98793268203735,1.2871618270874
liver,3.374030341,12139363,2,0,0.918866553,-0.035030769,-0.259551914,4.21738624572754,1.28623008728027
ralph,3.373114004,12190683,1,0,0.522084211,-1.313044557,0.438403101,3.69963574409485,0.982249438762665
along,3.372785179,83444756,2,0,1.052651543,0.428435642,0.684212288,3.87938928604126,1.36339294910431
angst,3.372535621,1232364,1,0,0.500140536,-1.384301792,0.293548233,3.95442914962769,1.10637950897217
grasp,3.372298245,3270025,1,0,0.50360098,-1.371065662,0.320566038,3.89449691772461,1.08916985988617
shave,3.372014252,2580057,2,0,0.897007766,-0.097251751,-0.385551876,4.10846185684204,1.17178058624268
brand,3.371853469,82807581,1,0,0.654528194,-0.854054288,1.373061267,3.65982246398926,0.996336281299591
today,3.371586797,239271204,2,0,1.347753753,1.441328188,2.746292467,3.93018865585327,1.22374880313873
south,3.371201075,238581133,2,0,1.345744136,1.436826874,2.737254214,3.93098616600037,1.22316253185272
stony,3.371189805,1907651,1,0,0.499009986,-1.379966374,0.302805279,3.93409323692322,1.10224485397339
dunce,3.370408911,112570,2,0,0.889415604,-0.113356216,-0.417815843,4.08638000488281,1.14501047134399
amber,3.370348625,11065507,2,0,0.910201181,-0.04215971,-0.272879336,4.21048879623413,1.27319693565369
cagey,3.369496815,66504,2,0,0.887688486,-0.11369243,-0.418207069,4.08688879013062,1.14464688301086
scout,3.368589109,6176157,2,0,0.897711964,-0.07401357,-0.337150907,4.14665794372559,1.21168386936188
scalp,3.368478043,1356840,1,0,0.493085604,-1.383656195,0.296166309,3.95269536972046,1.10586714744568
crawl,3.36846209,2859784,1,0,0.495923964,-1.373887037,0.316056096,3.90646290779114,1.09500360488892
glint,3.367526477,272373,1,0,0.489306687,-1.390744066,0.282045089,3.98646855354309,1.11157858371735
tepid,3.367484337,220695,2,0,0.884365746,-0.112771239,-0.415685273,4.09047365188599,1.14664566516876
carat,3.367433543,3398374,2,1,-0.424527622,0.750450895,-0.568271346,4.55907821655273,1.40747547149658
under,3.367345369,313296421,2,0,1.481342137,1.922353885,3.726760687,3.84985160827637,1.22738289833069
amble,3.365117194,141586,2,0,0.879960546,-0.113380897,-0.416165468,4.09218168258667,1.14614450931549
straw,3.365002251,3958211,1,0,0.491801222,-1.366886234,0.331417798,3.87960743904114,1.08116960525513
stalk,3.364663063,936028,1,0,0.48542648,-1.386545433,0.291511431,3.96777200698853,1.10862815380096
verso,3.363874893,788583,2,0,0.878962068,-0.109225205,-0.407307511,4.09970808029175,1.1534206867218
surly,3.362142698,372213,1,0,0.479821278,-1.39031207,0.284654594,3.98668694496155,1.11233687400818
poesy,3.362015706,62166,2,0,0.874234971,-0.114022176,-0.416474029,4.09465456008911,1.14575326442719
aloud,3.361884949,3743858,3,0,1.276256576,1.188215635,-1.064785678,3.99545931816101,1.27838134765625
shout,3.361553722,3965861,2,0,0.880851405,-0.088665053,-0.364712331,4.13272047042847,1.18856775760651
third,3.359729119,95489240,1,0,0.656929651,-0.7721066,1.543758357,3.62115287780762,0.982293426990509
chard,3.359485489,459373,1,0,0.475211941,-1.389852598,0.286443782,3.98527598381043,1.11175286769867
tiara,3.35928562,923335,3,1,-0.048659311,2.012344077,-1.296126092,4.06798982620239,1.28194332122803
peace,3.359174168,47856201,3,1,0.040669955,2.317423977,-0.675114513,4.04390954971314,1.21717071533203
tonga,3.359020908,4813052,2,0,0.877915477,-0.083260029,-0.352896683,4.14352035522461,1.19823479652405
cobra,3.358659817,4412823,2,0,0.876503034,-0.08587625,-0.358105831,4.14004373550415,1.19390833377838
lunge,3.358645954,199129,2,0,0.868440037,-0.113267683,-0.413855349,4.09948968887329,1.14777302742004
piney,3.357828262,394672,2,0,0.86734348,-0.112029527,-0.411072356,4.1022253036499,1.15004026889801
honey,3.356213188,9978043,2,0,0.882722155,-0.049798476,-0.283884943,4.20556163787842,1.26205396652222
beret,3.355573828,330199,2,1,-0.451695084,0.730028361,-0.606029066,4.59469985961914,1.40209865570068
reply,3.355025929,184777992,1,0,0.818805005,-0.191879786,2.726294174,3.78351664543152,1.13628268241882
adobe,3.354583134,27538755,3,0,1.308524933,1.342598673,-0.748199678,4.02739238739014,1.27499961853027
noisy,3.354567554,3722908,2,0,0.867832226,-0.090525953,-0.366254942,4.13767194747925,1.1869854927063
scram,3.354413654,139774,1,0,0.465487038,-1.392134567,0.283428889,3.99780511856079,1.11384165287018
crier,3.354144101,374599,2,1,-0.454179928,0.730259351,-0.605099421,4.59599828720093,1.40313029289246
altar,3.353783887,2627835,2,1,-0.450529021,0.744891863,-0.575199871,4.56389236450195,1.40288841724396
loose,3.353564527,12556710,3,1,-0.036749472,2.087735556,-1.140831686,4.03280401229858,1.25890612602234
chide,3.353122552,66368,2,0,0.858259982,-0.114353325,-0.414290052,4.10397577285767,1.14717137813568
stove,3.352679442,3914849,2,0,0.864805011,-0.089354357,-0.363263427,4.14149045944214,1.18937838077545
unlit,3.352665415,94251,2,0,0.857491594,-0.114190499,-0.413811717,4.10472106933594,1.14754748344421
randy,3.351411063,8110369,1,0,0.475295485,-1.340443202,0.389609178,3.78333830833435,1.03513932228088
patsy,3.351257892,1064602,1,0,0.461579633,-1.386249978,0.296420868,3.97039699554443,1.10773253440857
round,3.351108864,61836702,2,0,0.972474591,0.287100006,0.403496431,3.93848347663879,1.36217761039734
gaily,3.350712374,131276,2,0,0.854052167,-0.114028543,-0.412854409,4.10711574554443,1.14825403690338
fault,3.35038575,13112664,2,0,0.878228567,-0.029656944,-0.241015026,4.22897100448608,1.30337285995483
cloth,3.350159226,9764137,1,0,0.476200395,-1.329743437,0.411790351,3.75096702575684,1.01565718650818
tumor,3.350064627,7430480,2,0,0.86681205,-0.066606598,-0.316121105,4.18300819396973,1.23044371604919
racer,3.34957444,3625077,2,1,-0.456191999,0.751204703,-0.560997581,4.54226350784302,1.39872682094574
weird,3.34952596,11556427,2,0,0.873714638,-0.039807829,-0.261400362,4.21809053421021,1.28360044956207
crank,3.349249774,2185208,1,0,0.460108271,-1.379046486,0.31172859,3.9362850189209,1.1003360748291
rehab,3.349217634,6460331,2,0,0.863439147,-0.072947136,-0.328754771,4.17006254196167,1.21798241138458
drive,3.348463494,107799371,2,0,1.055399076,0.585771059,1.012277437,3.92878818511963,1.24685478210449
piety,3.348262059,595389,2,0,0.850533745,-0.111110371,-0.406127142,4.1141414642334,1.15371382236481
palsy,3.348110602,1409502,1,0,0.456581178,-1.384134836,0.301737592,3.96115326881409,1.10544717311859
basin,3.347637559,10544774,2,0,0.868390916,-0.046460139,-0.274333944,4.21128034591675,1.27101039886475
covet,3.346730314,219812,2,0,0.8470644,-0.113613528,-0.410729942,4.11212348937988,1.14983797073364
moult,3.346236344,75151,2,0,0.845900668,-0.1145738,-0.412525781,4.11124610900879,1.14832949638367
purge,3.345377176,1366135,2,0,0.846819242,-0.106216464,-0.395238704,4.12457275390625,1.16259825229645
maker,3.345108184,16635947,2,0,0.875464637,-0.006966773,-0.193134188,4.21359586715698,1.31468176841736
deter,3.344725008,1887521,2,1,-0.468222099,0.73971435,-0.582827179,4.56993389129639,1.40059351921082
wrath,3.344677919,2486700,1,0,0.452466744,-1.377270937,0.316811906,3.92910838127136,1.09833180904388
parer,3.344389736,38034,2,1,-0.472352757,0.727678353,-0.607218138,4.60295867919922,1.40488088130951
sheer,3.344294816,6684477,2,1,-0.459844534,0.770879347,-0.519254046,4.48128414154053,1.38948369026184
saucy,3.344172575,474568,2,0,0.842953541,-0.112060599,-0.406747039,4.1172456741333,1.15302157402039
eagle,3.343943716,16785232,3,1,-0.045973871,2.114835026,-1.082580129,4.03140687942505,1.25035333633423
image,3.342730852,197874283,3,0,1.612157335,2.449377222,1.508404907,4.54536771774292,1.90526723861694
forge,3.342143538,5226805,2,0,0.848372314,-0.081250742,-0.343382951,4.16511678695679,1.20536887645721
halve,3.34203277,240290,2,0,0.838660917,-0.11366976,-0.409334737,4.11722326278687,1.1507865190506
liken,3.341986463,132264,2,0,0.838371622,-0.114373844,-0.410752984,4.11623191833496,1.14961075782776
cover,3.341322064,94501729,2,0,1.01719761,0.499042648,0.838040901,3.87202787399292,1.27424728870392
burst,3.341287343,5147573,1,0,0.451449021,-1.360110752,0.352830292,3.85896039009094,1.07017910480499
start,3.340988914,161913408,1,1,-0.564903218,0.501492363,2.232481246,4.39264059066773,1.51656270027161
perch,3.340810143,1235177,1,0,0.443128061,-1.385562291,0.301178241,3.97023773193359,1.10657012462616
tract,3.340385497,5897046,1,1,-0.863605947,-0.512707335,0.168319469,4.36003684997559,0.985353887081146
chaos,3.340227199,8690268,2,0,0.851535155,-0.058813944,-0.297098047,4.19957637786865,1.24870920181274
erode,3.339821268,774411,3,1,-0.083925231,2.010591439,-1.293438197,4.10634517669678,1.29356360435486
wheat,3.33796852,8685589,2,0,0.847466874,-0.058935402,-0.296619391,4.19999027252197,1.24909603595734
guilt,3.336973408,3623942,2,0,0.836022789,-0.091878457,-0.363353627,4.15508031845093,1.18861603736877
sheet,3.336925496,44295187,2,1,-0.401342327,1.015068559,-0.019850112,4.04455041885376,1.19682514667511
lurid,3.336701622,226354,2,0,0.829053058,-0.113975237,-0.408243238,4.12265300750732,1.15145635604858
drove,3.336689091,5545848,2,0,0.839178052,-0.079396678,-0.337856182,4.1738805770874,1.20970320701599
slurp,3.336308295,495920,1,0,0.433627012,-1.390549249,0.292474294,3.99563241004944,1.1114284992218
truer,3.335971608,254461,2,1,-0.487069174,0.728745907,-0.602339826,4.58919525146484,1.40016436576843
enter,3.334408072,119394206,2,1,-0.262607123,1.503143935,0.974413349,4.0069317817688,1.17605423927307
gleam,3.334031507,356949,2,0,0.824503382,-0.113233939,-0.405876258,4.12669706344605,1.15329813957214
leafy,3.333413162,704018,2,0,0.824054149,-0.111002761,-0.401136081,4.13068294525147,1.15719401836395
grunt,3.333118672,616546,1,0,0.428124646,-1.389893693,0.294833704,3.99343633651733,1.11062228679657
toast,3.333086299,3262695,2,1,-0.48651619,0.748184459,-0.561846312,4.53146553039551,1.3914806842804
debit,3.332552257,4633794,2,0,0.830003385,-0.08549218,-0.348933824,4.16941690444946,1.20035541057587
overt,3.332364502,871540,2,0,0.822489038,-0.109956063,-0.398668567,4.13338994979858,1.15918982028961
lumen,3.332298293,710305,2,0,0.82206247,-0.111006831,-0.400786076,4.13190746307373,1.15743470191956
grief,3.332178621,4552843,2,0,0.829177454,-0.086033457,-0.349915493,4.16902685165405,1.19952666759491
owner,3.332121214,58189056,2,0,0.931391216,0.262623342,0.359777444,3.92049837112427,1.30744802951813
clove,3.332118472,698870,2,0,0.821717479,-0.111088411,-0.400894341,4.13198471069336,1.1573371887207
voice,3.331793861,64600528,3,0,1.338266847,1.582598007,-0.252368496,4.01412105560303,1.19266724586487
olive,3.331501801,9298184,3,0,1.232246688,1.223096533,-0.984022948,4.02726078033447,1.26727187633514
felon,3.331137822,392714,2,0,0.819371004,-0.113118089,-0.4047105,4.13006114959717,1.15413653850555
chafe,3.330665968,118832,2,0,0.818000515,-0.114917462,-0.408221399,4.12791538238525,1.15121042728424
robin,3.330480999,11423944,2,0,0.83923382,-0.041436688,-0.258595302,4.22091436386108,1.28566491603851
blurt,3.330281155,86781,1,0,0.422014403,-1.393451774,0.288503297,4.01144123077393,1.11410474777222
viral,3.330172368,5969493,2,0,0.82827418,-0.076905473,-0.330691157,4.18224430084229,1.21583080291748
caput,3.329932919,105633,2,0,0.816657883,-0.115032809,-0.4082206,4.12855434417725,1.15117859840393
shrew,3.329668129,382770,1,0,0.421477288,-1.391552424,0.292566344,4.00247240066528,1.11215126514435
threw,3.328731137,4410853,1,0,0.427477312,-1.365405871,0.346087544,3.88199186325073,1.08045840263367
graft,3.327460638,1576259,1,0,0.419786641,-1.383883197,0.308886121,3.96617674827576,1.1042732000351
screw,3.327322523,8177263,1,0,0.432130553,-1.340979318,0.396259332,3.79025673866272,1.03837502002716
cleft,3.327071639,787981,1,0,0.417583795,-1.389023033,0.298549242,3.99106693267822,1.1094696521759
fruit,3.326980913,22767191,2,0,0.85458186,0.032158355,-0.107671229,4.17059946060181,1.30726087093353
twirl,3.32683219,234072,1,0,0.416096809,-1.392633338,0.291277588,4.00853872299194,1.11312127113342
baker,3.326162011,14862470,2,0,0.838030989,-0.019258837,-0.212065327,4.23751306533814,1.32320666313171
prove,3.325664742,16046788,2,0,0.8393965,-0.01158029,-0.196276198,4.22793960571289,1.32131576538086
clerk,3.325219645,11923960,1,0,0.435498441,-1.316708892,0.446336447,3.71229243278503,0.994745433330536
golem,3.324671587,444797,2,0,0.807849074,-0.113040166,-0.402473822,4.13731002807617,1.15570414066315
amend,3.323938813,7806844,2,0,0.820576023,-0.06521314,-0.30488867,4.19652318954468,1.24060642719269
while,3.323348354,226194991,2,0,1.236114083,1.354382631,2.584821391,4.01675891876221,1.29302752017975
beach,3.32334498,105642682,2,0,1.006141319,0.570739154,0.989753101,3.95899271965027,1.24536383152008
raspy,3.322723017,105094,1,0,0.408465658,-1.393637384,0.290554475,4.01496934890747,1.11394834518433
rabid,3.321622629,612676,2,0,0.802689657,-0.112071775,-0.399522857,4.14210796356201,1.15801286697388
donut,3.321347416,836168,2,0,0.802621373,-0.110630071,-0.396499891,4.14454698562622,1.16050231456757
clang,3.321187653,187651,1,0,0.405863749,-1.393162614,0.29201427,4.01315689086914,1.1133975982666
riser,3.32105876,969986,2,1,-0.512505985,0.732796032,-0.58930341,4.55881261825562,1.39100873470306
niche,3.320968199,3999108,2,0,0.807973488,-0.090084848,-0.354559186,4.17539548873901,1.19519317150116
until,3.32047227,113090086,2,0,1.015185149,0.619034782,1.088979786,4.07150506973267,1.29761624336243
fairy,3.319888533,6435300,2,0,0.810680385,-0.074292041,-0.322066697,4.18758487701416,1.2238312959671
swirl,3.319698884,1251090,1,0,0.405216722,-1.386309799,0.306441302,3.98021578788757,1.10638964176178
brunt,3.318622002,489270,1,0,0.401828068,-1.391305373,0.296619127,4.00461769104004,1.11140906810761
corer,3.318356862,96129,2,1,-0.519028883,0.727006667,-0.600219074,4.57150983810425,1.39168727397919
preen,3.318158488,73524,2,1,-0.519428527,0.726851729,-0.600470692,4.57183885574341,1.39147210121155
